State,Gender,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount
Oregon,Male,High School or Below,14887.0,91193.0,185.0,1,Personal Auto,Luxury SUV,1.587888
Arizona,Female,High School or Below,24339.0,73692.0,67.0,0,Personal Auto,Two-Door Car,24.843535
Arizona,Female,High School or Below,7453.0,12195.0,101.0,0,Personal Auto,Four-Door Car,670.581817
Washington,Female,Bachelor,3982.0,52801.0,100.0,0,Personal Auto,SUV,475.20088
Nevada,Male,College,16060.0,0.0,87.0,0,Personal Auto,Four-Door Car,417.6
California,Female,High School or Below,5111.0,0.0,72.0,2,Personal Auto,Four-Door Car,594.683752
Arizona,Female,Bachelor,7440.0,0.0,108.0,0,Personal Auto,SUV,518.4
Washington,Male,Bachelor,4975.0,75644.0,65.0,3,Corporate Auto,Two-Door Car,467.803638
California,Female,High School or Below,17817.0,60192.0,220.0,0,Personal Auto,Luxury Car,1056.0
Oregon,Female,Bachelor,6238.0,0.0,90.0,2,Personal Auto,Four-Door Car,134.442783
Oregon,Male,Bachelor,2683.0,0.0,74.0,0,Corporate Auto,Two-Door Car,355.2
California,Male,College,2837.0,29242.0,73.0,0,Personal Auto,Two-Door Car,350.4
Oregon,Female,Bachelor,4119.0,69379.0,103.0,0,Personal Auto,Two-Door Car,494.4
Oregon,Female,College,2472.0,63860.0,62.0,0,Personal Auto,Four-Door Car,208.598246
Arizona,Female,Doctor,4140.0,45281.0,104.0,1,Personal Auto,Sports Car,65.03063
Arizona,Female,Bachelor,4100.0,51193.0,104.0,2,Personal Auto,Two-Door Car,97.313649
Oregon,Female,Bachelor,5278.0,62074.0,67.0,0,Corporate Auto,Four-Door Car,49.435556
California,Female,Bachelor,8057.0,64304.0,68.0,0,Corporate Auto,Two-Door Car,65.471028
Oregon,Male,Bachelor,9185.0,73795.0,116.0,1,Personal Auto,SUV,501.716934
Oregon,Female,College,15418.0,84376.0,96.0,0,Personal Auto,Four-Door Car,43.578516
Arizona,Female,High School or Below,6829.0,0.0,66.0,1,Personal Auto,Two-Door Car,470.691875
Oregon,Male,High School or Below,8501.0,79153.0,106.0,0,Special Auto,SUV,508.8
Oregon,Male,College,8847.0,17950.0,118.0,0,Personal Auto,SUV,425.489592
Arizona,Female,College,2841.0,0.0,80.0,1,Personal Auto,Two-Door Car,962.526106
Oregon,Male,Bachelor,15985.0,0.0,69.0,0,Personal Auto,Two-Door Car,331.2
Oregon,Female,College,18542.0,0.0,72.0,0,Corporate Auto,Four-Door Car,622.992063
Arizona,Female,College,2610.0,58139.0,65.0,1,Corporate Auto,Four-Door Car,33.171413
California,Male,High School or Below,7902.0,0.0,113.0,0,Personal Auto,SUV,1258.327804
California,Female,High School or Below,17996.0,80991.0,223.0,0,Personal Auto,Luxury SUV,937.327881
California,Female,College,5022.0,69678.0,126.0,0,Personal Auto,Sports Car,306.818754
Arizona,Male,Bachelor,4655.0,0.0,67.0,0,Personal Auto,Two-Door Car,577.385463
Arizona,Female,College,2720.0,14030.0,72.0,0,Personal Auto,Two-Door Car,345.6
Oregon,Female,Bachelor,4727.0,13037.0,124.0,0,Personal Auto,SUV,839.348464
California,Male,College,8596.0,76763.0,108.0,0,Personal Auto,SUV,186.459607
Washington,Female,High School or Below,15626.0,50461.0,131.0,0,Personal Auto,Sports Car,810.06514
California,Male,High School or Below,2798.0,69604.0,70.0,0,Corporate Auto,Four-Door Car,112.336604
California,Male,Master,5345.0,22908.0,68.0,0,Personal Auto,Four-Door Car,387.774781
California,Female,College,17558.0,68273.0,146.0,0,Personal Auto,Sports Car,76.475359
California,Male,College,4596.0,95550.0,116.0,1,Personal Auto,SUV,381.570261
Nevada,Male,Bachelor,5794.0,88370.0,74.0,1,Personal Auto,Four-Door Car,355.2
Oregon,Female,Doctor,5332.0,68931.0,66.0,0,Corporate Auto,Four-Door Car,309.577946
Oregon,Female,Bachelor,6680.0,24432.0,87.0,3,Corporate Auto,Two-Door Car,71.10847
Oregon,Male,College,7911.0,77577.0,199.0,1,Personal Auto,Luxury SUV,35.768916
California,Male,High School or Below,12517.0,12607.0,110.0,0,Personal Auto,SUV,528.0
Oregon,Female,College,2325.0,0.0,63.0,0,Personal Auto,Four-Door Car,302.4
Oregon,Female,Bachelor,3964.0,23474.0,102.0,0,Corporate Auto,SUV,489.6
California,Male,Bachelor,7486.0,0.0,113.0,0,Personal Auto,SUV,813.6
Oregon,Male,Bachelor,6708.0,0.0,65.0,0,Personal Auto,Four-Door Car,360.480689
California,Male,High School or Below,12902.0,98478.0,106.0,0,Corporate Auto,Four-Door Car,508.8
Arizona,Male,College,5927.0,23091.0,96.0,5,Personal Auto,Four-Door Car,460.8
Arizona,Male,College,5149.0,51071.0,65.0,0,Personal Auto,Two-Door Car,312.0
Oregon,Female,Bachelor,6827.0,0.0,103.0,2,Personal Auto,SUV,2.455033
Arizona,Female,Bachelor,4670.0,69921.0,118.0,2,Personal Auto,Two-Door Car,373.227044
Washington,Male,High School or Below,5363.0,36357.0,68.0,0,Personal Auto,Four-Door Car,17.269323
Oregon,Female,High School or Below,6962.0,0.0,63.0,0,Personal Auto,Four-Door Car,40.622304
Oregon,Male,High School or Below,28511.0,27607.0,104.0,0,Corporate Auto,Four-Door Car,640.584145
Oregon,Female,Master,8625.0,43610.0,106.0,0,Personal Auto,Sports Car,508.8
Oregon,Female,Bachelor,3382.0,0.0,91.0,0,Personal Auto,Four-Door Car,436.8
California,Male,Bachelor,2320.0,14660.0,61.0,0,Personal Auto,Four-Door Car,396.608751
Arizona,Female,High School or Below,8807.0,26864.0,78.0,0,Special Auto,Four-Door Car,374.4
Oregon,Male,Doctor,2491.0,36631.0,62.0,0,Personal Auto,Four-Door Car,67.530904
California,Female,Bachelor,7854.0,42582.0,99.0,0,Corporate Auto,Four-Door Car,629.344642
Arizona,Male,College,9817.0,37256.0,62.0,0,Personal Auto,Four-Door Car,128.969729
Arizona,Male,College,22104.0,0.0,102.0,0,Corporate Auto,SUV,489.6
Washington,Male,High School or Below,6689.0,56980.0,84.0,0,Corporate Auto,Two-Door Car,599.000883
Oregon,Male,Master,11323.0,98254.0,94.0,3,Corporate Auto,Four-Door Car,229.711908
Washington,Male,Master,6333.0,71737.0,79.0,0,Personal Auto,Two-Door Car,338.79562
Arizona,Male,Bachelor,3139.0,31177.0,79.0,0,Personal Auto,Four-Door Car,905.699717
California,Female,High School or Below,2617.0,98338.0,65.0,0,Personal Auto,Four-Door Car,35.597288
California,Female,High School or Below,3733.0,0.0,106.0,0,Personal Auto,Sports Car,879.42749
California,Female,Bachelor,4434.0,0.0,65.0,0,Special Auto,Four-Door Car,312.0
Washington,Male,College,3479.0,29938.0,90.0,0,Corporate Auto,Four-Door Car,562.426585
California,Female,Bachelor,5010.0,0.0,69.0,0,Personal Auto,Four-Door Car,496.8
California,Male,Bachelor,8417.0,24285.0,111.0,0,Personal Auto,Two-Door Car,1257.527908
California,Male,Master,4484.0,32983.0,113.0,0,Personal Auto,SUV,466.81627
California,Female,Doctor,5125.0,0.0,134.0,0,Personal Auto,SUV,643.2
Oregon,Female,Bachelor,3721.0,71333.0,93.0,0,Personal Auto,Four-Door Car,343.755209
Arizona,Female,Master,9989.0,33157.0,124.0,0,Personal Auto,SUV,286.003968
Oregon,Female,College,3342.0,0.0,91.0,0,Personal Auto,Four-Door Car,436.8
California,Male,Bachelor,7525.0,36580.0,64.0,1,Personal Auto,Four-Door Car,460.8
Oregon,Female,High School or Below,13467.0,11432.0,119.0,0,Personal Auto,SUV,571.2
California,Female,High School or Below,2949.0,78596.0,73.0,0,Personal Auto,Four-Door Car,106.267659
Arizona,Female,Bachelor,5180.0,35143.0,65.0,0,Corporate Auto,Four-Door Car,171.184016
Arizona,Male,Master,3225.0,29606.0,81.0,0,Personal Auto,Four-Door Car,438.276898
Arizona,Male,Master,8850.0,53228.0,73.0,0,Special Auto,Four-Door Car,137.195447
Oregon,Female,High School or Below,2886.0,10312.0,78.0,0,Personal Auto,Four-Door Car,486.278557
Oregon,Female,Bachelor,2359.0,19864.0,63.0,0,Personal Auto,Four-Door Car,352.394515
Nevada,Female,High School or Below,4669.0,76157.0,116.0,0,Personal Auto,Two-Door Car,556.8
California,Male,High School or Below,6366.0,44368.0,80.0,0,Personal Auto,Two-Door Car,384.0
Oregon,Male,College,25582.0,27961.0,72.0,0,Personal Auto,Two-Door Car,345.6
California,Female,College,8146.0,92777.0,68.0,2,Personal Auto,Two-Door Car,158.041549
Oregon,Female,Master,5412.0,55992.0,67.0,0,Personal Auto,Four-Door Car,191.409775
Arizona,Male,Master,5757.0,88997.0,72.0,0,Personal Auto,Four-Door Car,174.041566
Arizona,Female,High School or Below,4755.0,21926.0,63.0,0,Personal Auto,Four-Door Car,302.4
Oregon,Female,Bachelor,4995.0,82413.0,62.0,0,Personal Auto,Four-Door Car,297.6
California,Male,Bachelor,2825.0,48008.0,73.0,4,Personal Auto,Four-Door Car,137.081716
California,Female,College,5908.0,87796.0,74.0,0,Personal Auto,Four-Door Car,355.2
Oregon,Male,Bachelor,4989.0,38928.0,64.0,0,Personal Auto,Four-Door Car,326.660051
Arizona,Male,Bachelor,7405.0,58779.0,64.0,1,Personal Auto,Four-Door Car,307.2
Washington,Female,Doctor,16553.0,98912.0,135.0,0,Personal Auto,SUV,714.831947
Oregon,Female,College,15102.0,0.0,137.0,0,Personal Auto,SUV,32.978158
Arizona,Female,High School or Below,9119.0,33882.0,114.0,0,Personal Auto,SUV,272.835064
Oregon,Male,Bachelor,2760.0,92296.0,69.0,0,Personal Auto,Two-Door Car,331.2
Oregon,Female,Bachelor,15252.0,63287.0,127.0,0,Personal Auto,SUV,617.202619
Arizona,Female,High School or Below,14517.0,74871.0,178.0,0,Personal Auto,SUV,854.4
Arizona,Female,High School or Below,5597.0,37995.0,139.0,0,Personal Auto,SUV,667.2
California,Female,High School or Below,19323.0,0.0,139.0,1,Personal Auto,SUV,1389.140121
Washington,Female,College,15950.0,0.0,87.0,1,Personal Auto,Two-Door Car,46.041452
Nevada,Male,High School or Below,3176.0,64706.0,81.0,0,Personal Auto,Two-Door Car,372.909686
Oregon,Male,Bachelor,4526.0,0.0,64.0,1,Personal Auto,Four-Door Car,307.2
Arizona,Male,College,2574.0,29500.0,67.0,0,Corporate Auto,Four-Door Car,321.6
Arizona,Male,College,6657.0,0.0,69.0,1,Personal Auto,Four-Door Car,496.8
Nevada,Female,Bachelor,27565.0,26410.0,91.0,0,Corporate Auto,Four-Door Car,184.516188
California,Male,Master,3843.0,97832.0,95.0,0,Personal Auto,Two-Door Car,107.661239
Oregon,Female,College,3808.0,94903.0,94.0,0,Personal Auto,Two-Door Car,451.2
Oregon,Female,High School or Below,15001.0,62473.0,76.0,1,Personal Auto,Four-Door Car,507.560729
Nevada,Male,College,5573.0,85704.0,69.0,0,Personal Auto,Four-Door Car,325.395532
Oregon,Male,Bachelor,6222.0,74270.0,78.0,0,Corporate Auto,Two-Door Car,122.486486
Oregon,Female,Master,5097.0,22886.0,65.0,0,Personal Auto,Four-Door Car,312.0
California,Female,College,6183.0,36464.0,78.0,0,Personal Auto,Four-Door Car,93.515817
California,Female,Bachelor,9389.0,33599.0,80.0,0,Personal Auto,Four-Door Car,111.265486
Oregon,Male,College,8169.0,20819.0,73.0,1,Special Auto,Four-Door Car,206.863422
California,Female,College,13561.0,29095.0,91.0,1,Corporate Auto,Two-Door Car,280.800938
California,Male,College,6699.0,30852.0,88.0,0,Personal Auto,Four-Door Car,318.866388
California,Male,High School or Below,20231.0,48448.0,74.0,1,Corporate Auto,Four-Door Car,355.2
Washington,Female,Bachelor,4097.0,20079.0,110.0,0,Corporate Auto,Two-Door Car,528.0
California,Male,High School or Below,5169.0,12430.0,73.0,0,Personal Auto,Four-Door Car,350.4
Arizona,Male,Bachelor,6279.0,47669.0,80.0,0,Personal Auto,Four-Door Car,384.0
Arizona,Male,Bachelor,3344.0,40794.0,87.0,0,Personal Auto,Four-Door Car,334.452807
California,Male,Bachelor,15532.0,95340.0,198.0,2,Personal Auto,Luxury SUV,808.844338
Oregon,Male,Bachelor,4237.0,14476.0,113.0,0,Corporate Auto,Sports Car,542.4
Arizona,Female,College,3693.0,0.0,105.0,0,Personal Auto,Four-Door Car,756.0
California,Male,High School or Below,6783.0,26116.0,85.0,0,Personal Auto,Four-Door Car,612.0
California,Male,Bachelor,3683.0,12454.0,100.0,0,Personal Auto,Sports Car,720.0
Oregon,Female,High School or Below,13996.0,48245.0,121.0,3,Personal Auto,SUV,580.8
Oregon,Male,High School or Below,5620.0,0.0,153.0,0,Personal Auto,SUV,1027.000029
Oregon,Female,Bachelor,8332.0,0.0,119.0,0,Personal Auto,SUV,856.8
Nevada,Female,College,4171.0,37478.0,105.0,0,Personal Auto,Sports Car,653.685468
Oregon,Male,High School or Below,7874.0,0.0,74.0,0,Personal Auto,Two-Door Car,568.798455
Oregon,Female,College,10677.0,45732.0,134.0,0,Corporate Auto,SUV,611.918994
California,Male,Bachelor,14687.0,0.0,85.0,0,Personal Auto,Four-Door Car,612.0
Washington,Male,Bachelor,5395.0,65978.0,67.0,0,Corporate Auto,Two-Door Car,251.795869
Arizona,Male,College,2231.0,0.0,62.0,0,Personal Auto,Four-Door Car,325.88607
Nevada,Female,College,7771.0,58467.0,65.0,0,Corporate Auto,Four-Door Car,452.915621
Washington,Female,College,4104.0,82427.0,102.0,0,Personal Auto,SUV,489.6
Nevada,Male,Bachelor,7221.0,33811.0,184.0,0,Personal Auto,Luxury SUV,587.37679
Oregon,Male,High School or Below,12285.0,0.0,183.0,2,Personal Auto,Luxury SUV,878.4
California,Female,Master,5705.0,37675.0,71.0,0,Personal Auto,Four-Door Car,380.919824
Arizona,Male,Bachelor,2434.0,0.0,72.0,0,Personal Auto,Two-Door Car,345.6
California,Female,College,4922.0,0.0,70.0,0,Personal Auto,Four-Door Car,336.0
California,Male,High School or Below,4660.0,0.0,67.0,0,Personal Auto,Two-Door Car,482.4
Washington,Female,High School or Below,2542.0,0.0,71.0,0,Personal Auto,Four-Door Car,511.2
Nevada,Male,College,11659.0,19851.0,102.0,0,Personal Auto,Sports Car,220.038588
Washington,Female,High School or Below,11132.0,0.0,99.0,0,Personal Auto,Four-Door Car,475.2
Arizona,Female,Bachelor,4734.0,0.0,62.0,0,Corporate Auto,Four-Door Car,740.838216
Oregon,Female,High School or Below,8776.0,28360.0,73.0,0,Personal Auto,Four-Door Car,863.909989
California,Male,High School or Below,7804.0,70833.0,193.0,0,Personal Auto,Luxury SUV,926.4
Arizona,Female,Master,2522.0,0.0,69.0,1,Corporate Auto,Four-Door Car,470.275242
California,Female,Bachelor,9536.0,62421.0,80.0,2,Corporate Auto,Four-Door Car,384.0
Oregon,Female,Bachelor,4711.0,13933.0,62.0,0,Corporate Auto,Two-Door Car,49.364254
Nevada,Female,Bachelor,3801.0,40513.0,96.0,1,Personal Auto,Four-Door Car,151.589577
Oregon,Male,College,21159.0,0.0,108.0,0,Special Auto,SUV,777.6
Oregon,Male,Master,6515.0,47259.0,81.0,0,Corporate Auto,Four-Door Car,388.8
California,Male,Master,4740.0,35039.0,61.0,0,Personal Auto,Four-Door Car,254.308991
California,Female,College,21241.0,0.0,190.0,0,Personal Auto,Luxury SUV,1368.0
Washington,Male,High School or Below,3981.0,92539.0,101.0,0,Personal Auto,Four-Door Car,707.408058
Oregon,Female,College,4990.0,0.0,71.0,0,Special Auto,Two-Door Car,849.666647
Oregon,Male,High School or Below,2563.0,92038.0,65.0,2,Personal Auto,Two-Door Car,178.408186
Nevada,Male,Bachelor,7355.0,51789.0,61.0,0,Corporate Auto,Two-Door Car,435.835125
Arizona,Male,College,5041.0,61972.0,64.0,2,Personal Auto,Four-Door Car,138.961963
Oregon,Male,Doctor,12732.0,40870.0,105.0,0,Special Auto,SUV,504.0
California,Female,High School or Below,8880.0,52583.0,113.0,0,Personal Auto,SUV,528.20086
Arizona,Female,Bachelor,2873.0,79681.0,73.0,1,Personal Auto,Four-Door Car,9.160139
Oregon,Female,High School or Below,11058.0,69792.0,137.0,0,Personal Auto,SUV,696.757797
Arizona,Female,High School or Below,7138.0,19794.0,93.0,0,Corporate Auto,Two-Door Car,603.077136
Oregon,Male,High School or Below,29037.0,0.0,113.0,0,Personal Auto,SUV,542.4
California,Female,Master,8613.0,26680.0,106.0,0,Personal Auto,Two-Door Car,508.8
California,Female,College,3861.0,93272.0,95.0,0,Corporate Auto,Four-Door Car,281.110788
Oregon,Male,Doctor,2483.0,0.0,68.0,0,Personal Auto,Two-Door Car,87.272319
California,Female,Bachelor,3133.0,0.0,91.0,1,Personal Auto,Four-Door Car,655.2
Oregon,Male,Bachelor,7123.0,21835.0,92.0,0,Personal Auto,Two-Door Car,621.617047
Arizona,Female,College,28436.0,0.0,116.0,0,Personal Auto,SUV,899.63718
Washington,Female,Bachelor,12742.0,73054.0,106.0,1,Personal Auto,SUV,419.365958
Oregon,Female,Bachelor,3177.0,35551.0,81.0,1,Personal Auto,Four-Door Car,565.108501
California,Female,Bachelor,5470.0,54507.0,138.0,0,Personal Auto,SUV,702.990032
Oregon,Male,Bachelor,4583.0,0.0,67.0,0,Personal Auto,Four-Door Car,321.6
Oregon,Female,Bachelor,5350.0,41336.0,68.0,0,Personal Auto,Four-Door Car,263.090605
California,Female,High School or Below,5581.0,31972.0,70.0,0,Personal Auto,Four-Door Car,416.2618
Oregon,Male,College,7049.0,20416.0,93.0,0,Personal Auto,Four-Door Car,446.4
Nevada,Male,Bachelor,15306.0,46338.0,193.0,0,Corporate Auto,SUV,19.46445
Oregon,Male,High School or Below,9658.0,0.0,131.0,0,Personal Auto,SUV,628.8
California,Male,College,3985.0,17220.0,105.0,0,Personal Auto,SUV,504.0
Oregon,Male,College,9817.0,37256.0,62.0,0,Personal Auto,Four-Door Car,128.969729
Arizona,Female,High School or Below,37244.0,53602.0,115.0,0,Personal Auto,Sports Car,295.335363
Oregon,Female,High School or Below,4123.0,24732.0,107.0,0,Corporate Auto,Sports Car,72.771554
Oregon,Male,High School or Below,2557.0,23867.0,65.0,0,Personal Auto,Four-Door Car,312.0
California,Male,High School or Below,17254.0,0.0,124.0,0,Personal Auto,Sports Car,928.817071
California,Male,Bachelor,36181.0,0.0,180.0,0,Corporate Auto,Luxury SUV,864.0
Oregon,Female,Bachelor,8427.0,46503.0,215.0,1,Personal Auto,Luxury SUV,1032.0
Oregon,Male,High School or Below,2348.0,0.0,63.0,0,Personal Auto,Four-Door Car,453.6
Oregon,Female,Bachelor,23675.0,46268.0,199.0,1,Personal Auto,Sports Car,842.000858
Oregon,Female,College,4089.0,60759.0,104.0,0,Corporate Auto,SUV,499.2
California,Female,Bachelor,2484.0,75615.0,65.0,5,Personal Auto,Four-Door Car,156.54837
Oregon,Male,College,5278.0,73742.0,68.0,0,Personal Auto,Two-Door Car,27.210992
Arizona,Male,College,13728.0,0.0,126.0,0,Personal Auto,SUV,604.8
California,Male,High School or Below,10964.0,55687.0,276.0,0,Corporate Auto,Luxury SUV,1324.8
Oregon,Male,Bachelor,5556.0,74015.0,72.0,0,Personal Auto,Four-Door Car,471.443077
Washington,Male,Bachelor,3261.0,0.0,93.0,0,Personal Auto,Four-Door Car,669.6
Oregon,Female,Bachelor,11030.0,37056.0,92.0,0,Personal Auto,Four-Door Car,441.6
Arizona,Female,College,4771.0,12964.0,65.0,0,Personal Auto,Two-Door Car,362.774545
California,Female,High School or Below,2734.0,30916.0,70.0,0,Personal Auto,Four-Door Car,21.143072
California,Male,Bachelor,3748.0,0.0,106.0,0,Personal Auto,SUV,508.8
Oregon,Female,College,4771.0,12964.0,65.0,0,Personal Auto,Two-Door Car,362.774545
Oregon,Male,Master,8510.0,26057.0,74.0,0,Personal Auto,Four-Door Car,523.888845
Arizona,Female,Master,5421.0,29981.0,71.0,0,Corporate Auto,Two-Door Car,340.8
Oregon,Male,Bachelor,2916.0,85210.0,74.0,0,Personal Auto,Four-Door Car,100.517679
Washington,Male,College,13364.0,86653.0,111.0,0,Personal Auto,Four-Door Car,277.201278
Oregon,Male,High School or Below,3975.0,0.0,113.0,0,Personal Auto,SUV,542.4
California,Male,College,14710.0,22872.0,131.0,2,Personal Auto,SUV,754.845659
California,Female,Doctor,5936.0,42889.0,74.0,0,Personal Auto,Four-Door Car,177.321283
California,Male,College,2862.0,74034.0,72.0,0,Personal Auto,Four-Door Car,267.415871
Arizona,Female,Bachelor,8427.0,46503.0,215.0,1,Personal Auto,Luxury SUV,1032.0
Arizona,Male,Bachelor,8623.0,97361.0,73.0,0,Corporate Auto,Four-Door Car,350.4
Oregon,Male,Bachelor,2301.0,25905.0,63.0,0,Personal Auto,Four-Door Car,302.4
Arizona,Male,Bachelor,10057.0,16097.0,139.0,0,Personal Auto,Sports Car,1000.8
Nevada,Female,High School or Below,9118.0,56446.0,114.0,0,Personal Auto,SUV,547.2
Nevada,Male,Master,5507.0,11343.0,72.0,0,Personal Auto,Four-Door Car,154.750098
California,Male,Doctor,10972.0,24164.0,137.0,0,Personal Auto,Sports Car,657.6
Oregon,Male,College,7840.0,58414.0,210.0,2,Personal Auto,Luxury SUV,1008.0
Washington,Female,Bachelor,5504.0,0.0,73.0,0,Personal Auto,Four-Door Car,350.4
Arizona,Female,High School or Below,4793.0,24395.0,62.0,0,Personal Auto,Two-Door Car,357.109603
Oregon,Female,Master,4188.0,52471.0,103.0,0,Personal Auto,Two-Door Car,163.955502
Arizona,Female,College,2718.0,30009.0,68.0,0,Personal Auto,Four-Door Car,317.428826
Oregon,Female,Bachelor,8258.0,23815.0,73.0,0,Personal Auto,Four-Door Car,424.330166
Oregon,Female,Master,12664.0,27739.0,104.0,0,Corporate Auto,Four-Door Car,3.200851
Nevada,Male,College,2648.0,37876.0,69.0,0,Personal Auto,Four-Door Car,300.056383
California,Male,Bachelor,4831.0,0.0,72.0,0,Corporate Auto,Four-Door Car,345.6
Nevada,Female,Bachelor,4558.0,14665.0,61.0,0,Personal Auto,Four-Door Car,292.8
Oregon,Female,Bachelor,2128.0,0.0,61.0,1,Corporate Auto,Four-Door Car,31.481852
California,Female,Bachelor,2547.0,86595.0,63.0,0,Corporate Auto,Two-Door Car,445.621906
Washington,Male,College,4993.0,24368.0,68.0,1,Personal Auto,Four-Door Car,326.4
Washington,Female,Bachelor,12742.0,73054.0,106.0,1,Corporate Auto,SUV,419.365958
Washington,Female,College,7863.0,0.0,72.0,0,Corporate Auto,Two-Door Car,732.352745
Oregon,Male,Bachelor,5131.0,50994.0,128.0,0,Corporate Auto,SUV,346.387342
Oregon,Female,High School or Below,2275.0,0.0,64.0,0,Personal Auto,Two-Door Car,460.8
Arizona,Female,College,60556.0,0.0,204.0,0,Personal Auto,Luxury SUV,979.2
Oregon,Male,Bachelor,2356.0,0.0,63.0,0,Personal Auto,Four-Door Car,302.4
California,Female,Bachelor,28824.0,0.0,87.0,1,Corporate Auto,Four-Door Car,626.4
California,Male,Bachelor,4979.0,28695.0,64.0,0,Corporate Auto,Four-Door Car,221.241837
Arizona,Female,College,6521.0,72608.0,82.0,3,Special Auto,Four-Door Car,393.6
Oregon,Female,Bachelor,7565.0,48381.0,63.0,0,Personal Auto,Two-Door Car,302.4
Arizona,Female,College,11632.0,0.0,152.0,0,Personal Auto,SUV,1082.814636
Arizona,Female,High School or Below,7180.0,0.0,104.0,0,Special Auto,Sports Car,1210.245916
Oregon,Male,Bachelor,12169.0,14973.0,115.0,0,Personal Auto,SUV,828.0
Oregon,Female,Bachelor,2248.0,24910.0,63.0,1,Personal Auto,Four-Door Car,347.857619
Washington,Male,Doctor,2530.0,50577.0,63.0,0,Personal Auto,Two-Door Car,12.444326
Oregon,Male,High School or Below,4653.0,0.0,70.0,1,Personal Auto,Two-Door Car,585.482275
Arizona,Female,College,2354.0,26184.0,62.0,0,Special Auto,Two-Door Car,297.6
Nevada,Male,Bachelor,8417.0,20215.0,112.0,0,Personal Auto,Four-Door Car,537.6
California,Male,Bachelor,5718.0,68342.0,72.0,0,Personal Auto,Four-Door Car,148.738098
Oregon,Male,High School or Below,4624.0,0.0,133.0,0,Personal Auto,SUV,957.6
Oregon,Female,College,6521.0,72608.0,82.0,3,Personal Auto,Four-Door Car,393.6
Nevada,Male,Master,5507.0,74960.0,69.0,1,Corporate Auto,Four-Door Car,107.985836
Oregon,Male,College,2675.0,56342.0,69.0,0,Corporate Auto,Four-Door Car,331.2
Oregon,Female,College,5818.0,86824.0,72.0,0,Personal Auto,Four-Door Car,189.096179
Nevada,Male,College,4646.0,37530.0,117.0,0,Personal Auto,SUV,561.6
Oregon,Male,Bachelor,2227.0,0.0,62.0,0,Personal Auto,Two-Door Car,297.6
California,Female,Bachelor,7651.0,53330.0,65.0,0,Personal Auto,Four-Door Car,224.093027
Oregon,Male,Bachelor,2305.0,0.0,63.0,0,Special Auto,Four-Door Car,327.685301
Nevada,Female,College,11960.0,52436.0,76.0,0,Personal Auto,Four-Door Car,109.476994
Arizona,Female,Bachelor,11315.0,11885.0,101.0,0,Personal Auto,Four-Door Car,484.8
Oregon,Male,High School or Below,7213.0,0.0,97.0,0,Corporate Auto,Two-Door Car,498.779439
Washington,Female,College,5256.0,44536.0,137.0,1,Personal Auto,SUV,46.949646
Nevada,Female,Bachelor,4795.0,82763.0,61.0,0,Personal Auto,Four-Door Car,245.163042
Nevada,Female,College,2660.0,0.0,87.0,3,Corporate Auto,Four-Door Car,420.041981
Arizona,Female,Master,27643.0,63401.0,113.0,0,Personal Auto,SUV,52.336233
Arizona,Female,High School or Below,10083.0,11828.0,90.0,0,Personal Auto,Four-Door Car,571.479602
Oregon,Male,Bachelor,5688.0,99747.0,72.0,0,Corporate Auto,Two-Door Car,61.536107
California,Male,College,3059.0,0.0,88.0,0,Personal Auto,Four-Door Car,633.6
Nevada,Female,High School or Below,4945.0,78796.0,61.0,0,Personal Auto,Two-Door Car,292.8
Oregon,Female,Bachelor,8609.0,79090.0,107.0,0,Personal Auto,SUV,289.040734
Nevada,Male,College,5157.0,43906.0,65.0,0,Personal Auto,Two-Door Car,468.0
Arizona,Male,High School or Below,3749.0,82189.0,94.0,0,Personal Auto,Two-Door Car,354.081091
Oregon,Female,College,7463.0,70263.0,93.0,0,Personal Auto,Two-Door Car,7.345946
Washington,Male,Master,15064.0,19132.0,207.0,0,Personal Auto,Luxury Car,1008.569798
Arizona,Male,High School or Below,9658.0,0.0,131.0,0,Corporate Auto,SUV,628.8
Nevada,Male,Master,2799.0,78127.0,69.0,0,Personal Auto,Four-Door Car,136.172569
Arizona,Male,Bachelor,2760.0,92296.0,69.0,0,Personal Auto,Two-Door Car,331.2
Oregon,Male,Doctor,5392.0,0.0,74.0,0,Corporate Auto,Two-Door Car,317.109447
California,Female,High School or Below,5393.0,80550.0,68.0,3,Personal Auto,Four-Door Car,265.516965
Arizona,Female,College,3575.0,51950.0,89.0,0,Personal Auto,Two-Door Car,429.171384
Oregon,Female,College,5608.0,20392.0,73.0,0,Personal Auto,Four-Door Car,350.4
Washington,Female,College,4755.0,30886.0,61.0,0,Special Auto,Four-Door Car,8.315904
Oregon,Male,Bachelor,2240.0,0.0,66.0,0,Personal Auto,Four-Door Car,475.2
California,Female,Bachelor,7356.0,33089.0,61.0,0,Personal Auto,Four-Door Car,292.8
Oregon,Male,College,13284.0,0.0,132.0,0,Personal Auto,SUV,950.4
Arizona,Male,College,6893.0,0.0,68.0,0,Corporate Auto,Two-Door Car,326.4
California,Male,College,3966.0,72439.0,100.0,1,Personal Auto,SUV,480.0
Oregon,Female,Bachelor,16549.0,81639.0,82.0,0,Special Auto,Four-Door Car,47.952426
Oregon,Female,College,5447.0,68815.0,68.0,0,Personal Auto,Four-Door Car,114.743385
